1	0.1977695773045222
2	0.15225249032179514
3	0.2489028126001358
4	0.09948159754276276
5	0.07433329770962398
6	0.07004063700636227
7	0.060741969694693886
8	0.06549461558461189
9	0.04879821464419365
10	0.06681463619073232
11	0.0688534068564574
12	0.05595708265900612
13	0.04150958235065142
14	0.06742796177665393
15	0.05782146006822586
16	0.03463807515799999
17	0.061352518697579704
18	0.05904046818614006
19	0.04955581823984782
20	0.04404184967279434
21	0.049133011450370155
22	0.03981893012921015
23	0.09023500233888626
24	0.04256811613837878
25	0.05650122339526812
26	0.046141608307758965
27	0.04059283062815666
28	0.05059293160835902
29	0.03897793963551521
30	0.06758018583059311
31	0.0501216525832812
32	0.048286120096842446
33	0.02978503207365672
34	0.045079588890075684
35	0.03683325151602427
36	0.03497067963083585
37	0.03774928922454516
38	0.043371294935544334
39	0.03342427872121334
40	0.039497399081786476
41	0.0391245906551679
42	0.04379164924224218
43	0.046828789015611015
44	0.04333608224987984
45	0.04541061818599701
46	0.03859376534819603
47	0.05159141371647517
48	0.03877510875463486
49	0.05556667223572731
50	0.06327635422348976
